"","genes","log2FoldChange","pvalue","sig"
"3321","MYH7",-0.0114361278387936,0.879272755748897,"No significant"
"3322","LOC285407",-0.0105354859232705,0.630322486084788,"No significant"
"3323","GTF2IRD1",0.00494955260033514,0.261649847276242,"No significant"
"3324","PSENEN",-0.00978659990100539,0.249916541842812,"No significant"
"3325","LRRC61",0.0154376572779835,0.914583696792551,"No significant"
"3326","WAC",0.0117441307037787,0.465988003334965,"No significant"
"3327","ERLIN2",-0.00144620195616163,0.0454393129077535,"No significant"
"3328","UNC13B",0.00812211672480245,0.29318526221605,"No significant"
"3329","PDIA3",0.00598434357970667,0.18605656544261,"No significant"
"3330","LRP1",0.0501342881275155,4.03246997347384,"No significant"
"3331","LOC651997",-0.0228475825977457,1.56502662547968,"No significant"
"3332","LOC388114",0.00812074991956813,0.520268908744704,"No significant"
"3333","PRLR",0.00453914803819799,0.165061256973394,"No significant"
"3334","NUDT14",0.0547017884043051,1.41927538087628,"No significant"
"3335","CYP8B1",0.00611216091471967,0.26512641962426,"No significant"
"3336","LOC389370",-0.004024435058958,0.205232930094613,"No significant"
"3337","ESD",-0.0461927446002708,2.12603678286199,"No significant"
"3338","LOC402569",-0.0114143761937688,0.762473485086983,"No significant"
"3339","KRT6B",0.0137914000558368,0.635996831297056,"No significant"
"3340","C6orf192",-0.0407713122500688,0.972751608997666,"No significant"
"3341","TCF12",0.00140539393991723,0.0233845566348728,"No significant"
"3342","SH2B2",-0.0249065049960198,0.393442813154671,"No significant"
"3343","CHAF1A",0.00419286138408292,0.199713931648859,"No significant"
"3344","SLC25A31",0.00418349187367539,0.172933517362499,"No significant"
"3345","LOC643150",0.0132025728255947,0.822922761711601,"No significant"
"3346","STAG3L4",0.00977345507811211,0.42355156876532,"No significant"
"3347","LOC653579",-0.00504891329276891,0.320536542291816,"No significant"
"3348","CUX2",0.0102946784848088,0.686501982509316,"No significant"
"3349","GUSB",0.065114386218033,1.70044413194738,"No significant"
"3350","TSPAN13",-0.0731923029981454,2.75466179927468,"No significant"
"3351","CSTA",-0.0364614480976204,0.84139769954735,"No significant"
"3352","EGFL7",-0.00878860533587034,0.593839364816259,"No significant"
"3353","LOC645478",-0.00586450094436319,0.379859090290349,"No significant"
"3354","DCP2",-0.11841225229483,1.41464810129751,"Down regulated"
"3355","ICOS",-0.106846168577112,3.53783898912375,"Down regulated"
"3356","ARHGEF16",0.020331810543631,0.626236907033624,"No significant"
"3357","LGALS8",0.0116165115802449,0.612868120470926,"No significant"
"3358","TM9SF3",-0.112117627037733,6.27112378973048,"Down regulated"
"3359","TMEM38B",-0.0245769193224117,1.20666737991572,"No significant"
"3360","NDUFS7",0.0653300615793029,1.29130296555717,"No significant"
"3361","DKFZp686O24166",-0.013121868102723,0.532097951938559,"No significant"
"3362","LOC728127",-0.000267267215384059,0.00811176227622353,"No significant"
"3363","CCDC85A",5.36954765930631e-05,0.00217198355204272,"No significant"
"3364","LOC644592",0.00926366344980334,0.736584680580406,"No significant"
"3365","OR11H1",-0.00557975439529468,0.344451665109488,"No significant"
"3366","IQWD1",-0.162185983329644,2.6148203794224,"Down regulated"
"3367","LOC732156",-0.00577749768813263,0.418027743688368,"No significant"
"3368","FLCN",0.00871584948176274,0.348381895850458,"No significant"
"3369","PEG10",0.00551037077698346,0.313328579691008,"No significant"
"3370","LPIN2",0.0234857633915784,0.417071979594749,"No significant"
"3371","LOC646714",0.0152488814274507,1.13324907555619,"No significant"
"3372","POLR2L",0.00193453039926528,0.0421890359215919,"No significant"
"3373","EXOC3L2",0.00215118261360203,0.0934135327791648,"No significant"
"3374","LOC644480",0.00993852587420108,0.88349567857261,"No significant"
"3375","FAM155B",0.00582966880046865,0.214127605399124,"No significant"
"3376","OMA1",-0.141963776855569,6.3492709885849,"Down regulated"
"3377","LOC649775",-0.000777677118237285,0.032945592644246,"No significant"
"3378","FBXO43",0.00323700105988056,0.130178754225351,"No significant"
"3379","BPIL3",-0.00297842479754173,0.142219339097677,"No significant"
"3380","HIST2H2BF",0.0248992754280497,1.74138691014349,"No significant"
"3381","NRBP1",0.0190381768518542,0.542351487242201,"No significant"
"3382","CLEC2D",-0.0146702189940937,1.07271540183909,"No significant"
"3383","CDKN2B",-0.0136674077926378,0.922705047760319,"No significant"
"3384","ABAT",0.00739710628760282,0.397552589024347,"No significant"
"3385","ZNF624",0.033354962449538,1.55345868337218,"No significant"
"3386","LOC150223",0.0176426628531194,1.21855664864824,"No significant"
"3387","ARID3A",0.186033249854839,4.11563915615349,"Up regulated"
"3388","FADS1",-0.00914880745981161,0.260734013922021,"No significant"
"3389","TEX28",0.00660830728707484,0.305678757619193,"No significant"
"3390","RGPD5",-0.000971502331436724,0.0439064891412827,"No significant"
"3391","C14orf70",-0.00497298181876893,0.318109571784613,"No significant"
"3392","DFNA5",-0.00991459598415023,0.386626154843444,"No significant"
"3393","PHC2",0.0162623451675694,1.3644327541829,"No significant"
"3394","OR4S1",-0.00781377437944197,0.470004092377621,"No significant"
"3395","FAM83A",0.00500882854271012,0.251131133389956,"No significant"
"3396","LOC641742",-0.00733915529316764,0.253449355994513,"No significant"
"3397","WDR33",-0.228757989389525,13.9940849041102,"Down regulated"
"3398","TNFSF12-TNFSF13",-0.00334134795604246,0.174781383006234,"No significant"
"3399","FAM21C",0.00130436869403106,0.0615275357375196,"No significant"
"3400","ACY3",0.00245920243163322,0.124628438776257,"No significant"
"3401","LOC653210",0.00738359123919352,0.366214268369474,"No significant"
"3402","FLJ46836",0.0501653114883931,1.19357611202383,"No significant"
"3403","MCF2L2",0.0240804018964127,3.31813916431338,"No significant"
"3404","EXOSC6",0.000338595128908992,0.00430944224446838,"No significant"
"3405","LOC645090",0.00429869927798343,0.25002761376953,"No significant"
"3406","F8",-0.000177687531699,0.0067045967018751,"No significant"
"3407","CDC45L",-0.00679050125052783,0.260629796033329,"No significant"
"3408","KLF3",0.0092223830216156,0.418361177896246,"No significant"
"3409","PDK1",0.0301790987940942,1.08268656291771,"No significant"
"3410","C1orf71",0.119689146761937,2.56589456238692,"Up regulated"
"3411","LRP10",0.0804055708744773,0.739922818705877,"No significant"
"3412","POU3F3",0.00749717747824974,0.384979303594826,"No significant"
"3413","AIRE",-0.00496399766531663,0.234504214060245,"No significant"
"3414","KIN",0.0017797574378724,0.101851502711084,"No significant"
"3415","PMS2",0.00687540535948283,0.405927029117286,"No significant"
"3416","HK3",0.270613057697947,8.05032800768214,"Up regulated"
"3417","LOC727866",-0.00235644250212275,0.0772668006415114,"No significant"
"3418","SERPING1",0.0446458685753335,0.40824882845518,"No significant"
"3419","SCGB3A2",0.00551222019999109,0.179326651314241,"No significant"
"3420","LOC642714",-0.00512381458050015,0.22906326044135,"No significant"
"3421","RIOK1",0.00103727580741975,0.0546396989220194,"No significant"
"3422","FCHO2",-0.00307770363408366,0.0736961713621137,"No significant"
"3423","SLC47A1",-0.0130683367868709,0.663181880738435,"No significant"
"3424","LOC650757",0.00609292834767494,0.332294647461402,"No significant"
"3425","MAGI1",0.0068394897430375,0.44934722238015,"No significant"
"3426","RAD51AP1",-0.0158811680566293,1.17041099862152,"No significant"
"3427","PLCXD2",0.00652481485563516,0.342130091043112,"No significant"
"3428","LBH",-0.0200472145193711,1.50560054110274,"No significant"
"3429","LOC400509",-0.00646185150836232,0.225250206319842,"No significant"
"3430","LOC653808",0.0114662268848793,0.633970185337087,"No significant"
"3431","ZNF20",-0.114637311959481,7.68613963304317,"Down regulated"
"3432","LOC653199",0.00109768599761306,0.0535120259671885,"No significant"
"3433","ANTXR1",0.00294954615470644,0.154068045353717,"No significant"
"3434","BCR",0.0374395130761886,1.04813813863216,"No significant"
"3435","LOC641710",0.254860163145095,6.03304937560578,"Up regulated"
"3436","METAP2",-0.393424151939263,12.9400210834665,"Down regulated"
"3437","PRAMEF7",0.010049386338526,0.695770596146609,"No significant"
"3438","FYTTD1",-0.0592470543927694,1.62030472729496,"No significant"
"3439","TEPP",0.000254588366914277,0.0102493290440843,"No significant"
"3440","ANKRD20A1",0.0030216448730771,0.100936240932331,"No significant"
"3441","RBM42",0.101507496129118,3.2395784329929,"Up regulated"
"3442","HUS1",0.014562626036807,1.00667644634459,"No significant"
"3443","UBXD8",-0.00586462800637122,0.106998702372227,"No significant"
"3444","LOC645812",0.00332306615417544,0.191669839262098,"No significant"
"3445","PDPN",-0.00488205662692476,0.254246649021056,"No significant"
"3446","SMYD2",-0.0206218360206245,0.808055538976705,"No significant"
"3447","TMEM103",0.00222751689177247,0.100748460334945,"No significant"
"3448","AMMECR1",0.0129983361939088,0.63119823762898,"No significant"
"3449","PXMP2",0.007010182056435,0.452796192804628,"No significant"
"3450","SULT1A3",0.259765573996562,14.3310265529709,"Up regulated"
"3451","WDFY3",0.00308593130239032,0.100707676745655,"No significant"
"3452","LOC648476",-0.00180986489310087,0.0888293798258282,"No significant"
"3453","SAPS2",0.0147990205476116,0.909335016179846,"No significant"
"3454","LOC644586",0.00518182357990327,0.320979387276881,"No significant"
"3455","GMCL1",-0.00102063021286725,0.0142384715612985,"No significant"
"3456","NDRG2",0.00988849335218234,0.208988500634255,"No significant"
"3457","LOC92017",0.0329106730339532,0.470552660145144,"No significant"
"3458","SMAD1",-0.00303173481518648,0.161655996662151,"No significant"
"3459","AK2",-0.053751719388063,3.45175438417742,"No significant"
"3460","MUTED",-0.00258234294435855,0.13145839922281,"No significant"
"3461","GRM1",0.00883215405636406,0.685339536179127,"No significant"
"3462","WDR78",0.00176792579668117,0.0886612681499463,"No significant"
"3463","TCEAL8",-0.146025939432358,11.9924398472503,"Down regulated"
"3464","MXI1",0.0381917805692291,0.652730589627994,"No significant"
"3465","INDOL1",6.86636868012513e-05,0.00149108767359602,"No significant"
"3466","IRF5",0.0676972443312334,1.16930219584732,"No significant"
"3467","LOC643933",-0.0123700603126728,0.207239862179359,"No significant"
"3468","LBXCOR1",-0.0001867660655126,0.0094253009537263,"No significant"
"3469","GABRG1",0.000542957029833424,0.0243573269474537,"No significant"
"3470","ATOX1",0.0075939809649892,0.0947896088290101,"No significant"
"3471","FLJ35773",0.00427429397559909,0.232010533574245,"No significant"
"3472","LOC730952",0.0036977584527893,0.174642728409984,"No significant"
"3473","CT45-5",-0.00659776628474873,0.406320946047905,"No significant"
"3474","PITPNC1",0.0380403975858066,0.736047360761325,"No significant"
"3475","ZNF664",0.00367710772772334,0.145268427181967,"No significant"
"3476","CCL15",-0.00939979803223245,0.621462740230418,"No significant"
"3477","NPTX1",-0.00803216084283598,0.443354406262253,"No significant"
"3478","PPP1R15B",-0.00408621561678135,0.239878602431727,"No significant"
"3479","RAB12",0.109199629163788,5.04108123128573,"Up regulated"
"3480","PIB5PA",0.00530313098024493,0.264034165518764,"No significant"
"3481","SERPINA12",0.00432710690404647,0.255573712672401,"No significant"
"3482","TMEM37",-0.00379144102162066,0.205853314268916,"No significant"
"3483","LOC644981",-0.00564954906299864,0.23841250471328,"No significant"
"3484","TBRG1",0.00342128199953518,0.206595425817978,"No significant"
"3485","LPAR4",-0.0142416038488111,1.04475038995031,"No significant"
"3486","LIPE",0.00773680834940382,0.331280162656403,"No significant"
"3487","BACH2",-0.0146738962604838,0.818090265031876,"No significant"
"3488","C17orf46",-0.00506488182281206,0.278698941810715,"No significant"
"3489","F10",-0.0123492439496697,1.36430418049732,"No significant"
"3490","EYA2",-0.0137555665619358,1.18868450284855,"No significant"
"3491","LOC642355",-0.0217577803972109,1.56006913473295,"No significant"
"3492","C18orf51",-0.00821736859622479,0.404547177144561,"No significant"
"3493","TPD52L1",-0.00192839218321694,0.0708502621047313,"No significant"
"3494","MSL3L1",0.0783086158240724,4.06117857382496,"No significant"
"3495","SYT16",0.0137675036950924,0.349243417167601,"No significant"
"3496","BOLL",-0.00761518754097601,0.494261732749794,"No significant"
"3497","KIAA0907",-0.0132034663710154,0.159020230543923,"No significant"
"3498","LOC646686",0.00637413063183612,0.287165419174609,"No significant"
"3499","USP25",-0.0154767362236061,0.911322918601277,"No significant"
"3500","LPO",0.0162669306584826,1.83342168604506,"No significant"
"3501","CENPQ",-0.0252008568464914,1.97916631750606,"No significant"
"3502","DPEP1",-0.0140673833579559,1.27055552486522,"No significant"
"3503","POU3F1",0.00815221082606499,0.515425348347972,"No significant"
"3504","EXOSC10",0.069683096457366,1.44446577788575,"No significant"
"3505","MTR",-0.0391467897152609,2.23321368620575,"No significant"
"3506","FAM84B",-0.0497894169484061,1.50236635652644,"No significant"
"3507","NRM",0.0327734556252013,0.968685176704085,"No significant"
"3508","MZF1",0.0266872932693625,1.68127294140954,"No significant"
"3509","GRPEL1",-0.0776771230011253,4.12474017788234,"No significant"
"3510","CYorf15A",-0.0895750643720863,2.10659687711935,"No significant"
"3511","ASB17",0.0104416661698252,0.671118420837293,"No significant"
"3512","LOC441070",0.0126807218773939,0.313610486603604,"No significant"
"3513","KCNG1",-0.0104844938800452,0.523935031867353,"No significant"
"3514","CPNE1",0.130389836934018,3.40798929117215,"Up regulated"
"3515","OPN3",-0.00227398256956057,0.0779638334839152,"No significant"
"3516","LOC388276",0.00354484956988887,0.206383205268571,"No significant"
"3517","ALCAM",-0.0623630012622733,2.74098148073272,"No significant"
"3518","COLQ",0.0154677102584868,1.36707062781391,"No significant"
"3519","LOC645172",-0.00782727369688097,0.555258730616059,"No significant"
"3520","PPM1D",0.000126242412863853,0.0018807708086278,"No significant"
"3521","YTHDC1",0.00610781143639993,0.168370791229515,"No significant"
"3522","LOC646575",0.00300558064051959,0.183905671076819,"No significant"
"3523","FLJ38379",-0.00760436879011461,0.560416707157647,"No significant"
"3524","ZNF207",-0.020102407098145,0.406128172684224,"No significant"
"3525","FBN2",0.0733518350488005,2.57962010803392,"No significant"
"3526","COX10",-0.00606372710934977,0.114252139883209,"No significant"
"3527","ACVR2A",-0.00949674859065919,0.579279088504586,"No significant"
"3528","INSR",0.0275969447992734,0.751505276793476,"No significant"
"3529","FBXL18",-0.0101717342405907,0.844415776048089,"No significant"
"3530","LOC401565",-0.00701679721392345,0.492746221876032,"No significant"
"3531","CYB5D1",0.0289810827726136,1.41498635126456,"No significant"
"3532","GALNAC4S-6ST",0.16840246204668,3.16283599185111,"Up regulated"
"3533","PDS5A",-0.0931434992440359,3.08148712013747,"No significant"
"3534","LOC645737",-0.0113170124986075,0.779447681604063,"No significant"
"3535","LOC727937",0.0071397451132631,0.491019952306908,"No significant"
"3536","TSR2",-0.0355830451163808,1.12714631575922,"No significant"
"3537","CEACAM5",-0.00148375920086607,0.0711767668444389,"No significant"
"3538","PPP3CA",0.00573183002565969,0.121921527381261,"No significant"
"3539","PTP4A2",0.00555193135869025,0.259126005352995,"No significant"
"3540","C8orf47",-0.00541432241100903,0.336547179572996,"No significant"
"3541","TALDO1",0.0771399109921731,3.07896435500159,"No significant"
"3542","POLG2",-0.00800503735975067,0.259498416847206,"No significant"
"3543","IRF2BP2",0.0831978679994076,5.05972899196227,"No significant"
"3544","TRPV1",0.0127165055470764,0.887590740548897,"No significant"
"3545","THRAP3",0.00747394018182312,0.278194517559625,"No significant"
"3546","GALNT3",0.0147105045932232,0.183384764287193,"No significant"
"3547","LOC646396",-0.00372045938733301,0.217796909833814,"No significant"
"3548","HSPB2",-0.00723082064748493,0.522926763221852,"No significant"
"3549","ZNF644",-0.0258491453336926,1.18315190548277,"No significant"
"3550","CD276",0.00654248555536885,0.472827334154042,"No significant"
"3551","HLA-A",0.119243020044433,1.58652169540037,"Up regulated"
"3552","GSG1L",-0.00819757917686026,0.0650198396197281,"No significant"
"3553","CDX2",-0.0078665203235424,0.494715693644495,"No significant"
"3554","LOC650632",-0.00944422603998341,0.638452708352626,"No significant"
"3555","MED13",-0.00637562474880138,0.397836264916846,"No significant"
"3556","LOC648365",-0.00558069287672236,0.331513193233668,"No significant"
"3557","C6orf222",-0.00324596052420745,0.120782733347309,"No significant"
"3558","ZNF592",-0.00688005518939061,0.300857629903658,"No significant"
"3559","GJA4",0.00150081711299155,0.0808110205315391,"No significant"
"3560","TCBA1",-0.00479315403747105,0.269785391199149,"No significant"
"3561","PIP5K3",0.00914021686014443,0.618295877577705,"No significant"
"3562","LOC388565",0.000325291711607889,0.00949945065059211,"No significant"
"3563","C3orf21",0.00946780874880382,0.23304942612527,"No significant"
"3564","MFAP3L",0.0101240573953563,0.675638321346313,"No significant"
"3565","LOC649557",-0.0020978839974779,0.107493726783915,"No significant"
"3566","LOC646512",-0.00144274900809549,0.07401677545227,"No significant"
"3567","GPR68",0.0123573720451002,0.21802548859777,"No significant"
"3568","MEG3",0.0082897778181712,0.441738447418427,"No significant"
"3569","LOC649801",0.00539430566345978,0.288947472602547,"No significant"
"3570","TMPRSS13",-0.000278829513594481,0.0120716098858251,"No significant"
"3571","MRPL13",-0.130280271344827,5.88781351164991,"Down regulated"
"3572","CECR2",-0.000649146836277481,0.0318194865118329,"No significant"
"3573","LOC648749",0.0132734919858732,0.801976041562505,"No significant"
"3574","LOC400590",-0.00354263749821637,0.227937595208711,"No significant"
"3575","UQCRC1",0.0860429759801065,2.35473603262208,"No significant"
"3576","LOC442028",7.22393350081063e-05,0.00281107137612622,"No significant"
"3577","LOC642447",0.0132456537364769,1.25563322985461,"No significant"
"3578","LOC646933",0.0124834535283123,1.08282908764333,"No significant"
"3579","IARS2",-0.0458814135387193,1.10161221899626,"No significant"
"3580","SYTL2",-0.0112084157511987,0.594312207305903,"No significant"
"3581","FBXL19",-0.00446746526352371,0.0947511104823202,"No significant"
"3582","LOC440733",-0.0539323669509351,1.18486609399995,"No significant"
"3583","GAPVD1",0.0129950975889805,0.227442017711314,"No significant"
"3584","GPR61",-0.0079291981753995,0.348696609176155,"No significant"
"3585","MGC13005",0.0133301926053013,0.2669709599964,"No significant"
"3586","DNAJB5",0.00686367433236246,0.451250743790529,"No significant"
"3587","GNGT2",-0.0115371088330249,0.239590824687353,"No significant"
"3588","LOC647310",-0.00676152728945212,0.43259415000559,"No significant"
"3589","CLIC4",-6.88940931077298e-05,0.00274945341249263,"No significant"
"3590","DKC1",-0.132655926333161,5.90237882333838,"Down regulated"
"3591","LOC642187",0.00766964573082873,0.371667377991221,"No significant"
"3592","GPR177",0.0176716606245453,0.136508081852184,"No significant"
"3593","CACNA1H",0.0462528027240046,1.90504448809171,"No significant"
"3594","ING2",-0.0647285372998674,4.25930582715888,"No significant"
"3595","NF2",0.00619047701618047,0.395170671787092,"No significant"
"3596","EMP2",0.0329601100370667,1.68495493638373,"No significant"
"3597","PKD1L1",-0.00894650285052467,0.542522497012584,"No significant"
"3598","LOC731823",-0.00486588602242577,0.282611615871053,"No significant"
"3599","RNASEL",0.0919387784542511,2.54652015555032,"No significant"
"3600","ODF2",0.0140009125021221,0.63973974662025,"No significant"
"3601","EIF3I",-0.0730595407115349,2.01084413991404,"No significant"
"3602","LOC390705",0.00413590625948235,0.179206067786702,"No significant"
"3603","CCDC3",0.0196550727092113,2.02429334053523,"No significant"
"3604","ADAM33",-0.00347103063787468,0.120518773491352,"No significant"
"3605","UXT",-0.0471739571843539,0.910381003717036,"No significant"
"3606","FRAS1",0.00874159756591553,0.412044894132872,"No significant"
"3607","EIF2C1",0.0120457329350128,0.267539291020258,"No significant"
"3608","SLC2A5",0.0391109297864798,0.88408990680716,"No significant"
"3609","LOC729162",0.014243598538271,1.28666963288173,"No significant"
"3610","MAP3K7IP3",0.0142979286933,0.79845094963132,"No significant"
"3611","IL12A",-0.011676788126727,0.903081219035811,"No significant"
"3612","IMAA",0.0141096399137934,0.761506583489545,"No significant"
"3613","COQ6",-0.00526982322937375,0.260207529351682,"No significant"
"3614","UBE2J2",-0.0173495576209577,1.39025213242205,"No significant"
"3615","LOC137107",-0.0160075354142597,1.19640036115167,"No significant"
"3616","C19orf53",-0.126093678404711,3.9439430245645,"Down regulated"
"3617","LOC651845",-0.00559308845484008,0.300961687729927,"No significant"
"3618","OR2T2",0.0050858275542458,0.305841777756077,"No significant"
"3619","C3orf23",-0.0100583776495986,0.50971991026622,"No significant"
"3620","FBXL4",-0.00334770574715471,0.196881245194435,"No significant"
"3621","PCDHGA11",-0.0145293834480791,1.1376020747473,"No significant"
"3622","SVIL",0.0663590176921147,0.952266855775899,"No significant"
"3623","CXorf24",0.00652263138468001,0.325123991419786,"No significant"
"3624","LOC650263",0.0384416312037068,1.07875105660108,"No significant"
"3625","FBXW4",-0.0495342994480197,1.41038971955286,"No significant"
"3626","MAP3K15",-0.0078830476226841,0.413989983007857,"No significant"
"3627","WDR43",-0.0225792837075627,1.32029409142619,"No significant"
"3628","LOC654201",-0.000564922835417647,0.0242600052564769,"No significant"
"3629","MRPL44",-0.0415614346093562,1.50832527339762,"No significant"
"3630","EHD3",0.0209958107561024,0.826058222425177,"No significant"
"3631","A26A1",-0.00169513664649035,0.0900428536453034,"No significant"
"3632","CKB",-0.0134349192073575,0.454391237400317,"No significant"
"3633","GALM",0.00386376071213945,0.0468348470753496,"No significant"
"3634","HOMER2",-0.00745288392115295,0.159261939549816,"No significant"
"3635","PC",0.00805999605265395,0.476305188485196,"No significant"
"3636","USP5",0.0546614582426379,1.0158875142485,"No significant"
"3637","ZCCHC5",0.0113638403807679,0.787251151253054,"No significant"
"3638","CCL3",0.0504225882324194,3.0355462482004,"No significant"
"3639","TRIM37",0.00482384022950644,0.345602388401626,"No significant"
"3640","CIR",-0.131525387851585,6.57682107457647,"Down regulated"
"3641","HMGA2",0.00512858168739871,0.210605529754513,"No significant"
"3642","LPIN1",-0.0333391965800445,0.373366591266599,"No significant"
"3643","PHLDA2",-0.0352712705181739,2.03625194626046,"No significant"
"3644","EVC",0.011856644445162,0.881874566695356,"No significant"
"3645","RNASET2",0.0885885671021267,1.47634541056945,"No significant"
"3646","ECHDC2",0.125847826929773,2.38498471463774,"Up regulated"
"3647","LOC388755",0.00205631966034492,0.105509562991806,"No significant"
"3648","MKRN1",-0.0507868164913905,0.380086487324363,"No significant"
"3649","LOC645241",-0.00930878942506652,0.695162564813374,"No significant"
"3650","LOC644826",0.0168063599771875,1.86175000604924,"No significant"
"3651","LOC641995",-0.00385559257917834,0.186536949144336,"No significant"
"3652","EPS8L1",-0.0101121798208181,0.759305623589906,"No significant"
"3653","MED30",-0.0751601194381912,1.99724708135271,"No significant"
"3654","PCMT1",-0.275627074878585,6.47355169973396,"Down regulated"
"3655","DLGAP3",-0.00713315494409983,0.42748535326239,"No significant"
"3656","LOC651655",-0.0159568180303093,1.48451023120803,"No significant"
"3657","EPHA6",-0.000290342194833038,0.0135080105861014,"No significant"
"3658","CSNK1A1L",0.00772262664125556,0.460927797968394,"No significant"
"3659","LOC646999",0.0038974739397224,0.212084173134789,"No significant"
"3660","LOC91661",0.0103738105297024,0.779124460386975,"No significant"
"3661","HSD17B7",-0.0556899798395243,0.685617128094081,"No significant"
"3662","LOC653576",-0.000190453339856234,0.0109981872209455,"No significant"
"3663","LOC648342",-0.0190163618994035,1.09568290408521,"No significant"
"3664","LOC728832",-0.00630058841863512,0.145950484811809,"No significant"
"3665","EPB49",0.0318876499152463,0.129514439007632,"No significant"
"3666","C18orf10",0.0129090721224703,0.0638854940056399,"No significant"
"3667","LOC641714",0.0086972171507318,0.526100173426771,"No significant"
"3668","ACTA2",0.154076880521687,2.06676520224212,"Up regulated"
"3669","BCL8",0.00574967918872371,0.38104350889613,"No significant"
"3670","LOC731396",0.00911253692154812,0.511890759230589,"No significant"
"3671","REPIN1",-0.0109359229294448,0.587106648247061,"No significant"
"3672","CARD14",0.00062983989211407,0.0258926633485193,"No significant"
"3673","AVPI1",0.0272509230549742,0.736428897963153,"No significant"
"3674","UPF3A",-0.0553331514901867,1.79934963158818,"No significant"
"3675","LOC644399",0.00187947880603012,0.065658469275831,"No significant"
"3676","TRIM35",0.00801980599051699,0.340063635344267,"No significant"
"3677","F12",0.071832515335549,3.76997385725693,"No significant"
"3678","FGF13",-0.000325179993499347,0.0135915899064319,"No significant"
"3679","LOC642685",0.0187818236791761,1.86983147059852,"No significant"
"3680","PCK2",0.0634519040687636,1.94740049619343,"No significant"
"3681","LOC643911",0.0116271013383251,0.851146842553424,"No significant"
"3682","DUSP22",0.00675234500033284,0.113822718674244,"No significant"
"3683","UTS2",-0.0175667711644545,0.518475431524542,"No significant"
"3684","PDXDC2",0.00591623881836245,0.399699236516836,"No significant"
"3685","LOC644739",0.0793839907452849,1.0453748525472,"No significant"
"3686","TAF1C",0.244996394174594,9.96958102107493,"Up regulated"
"3687","PSRC1",0.022622995545416,0.839664163948521,"No significant"
"3688","EYA4",-0.00133358533023653,0.0559564562735238,"No significant"
"3689","Septin 1",0.0839112064472136,2.01722761676622,"No significant"
"3690","LOC652350",0.00677227069522779,0.40754083597388,"No significant"
"3691","LOC147710",-0.0068926797852118,0.437085526639606,"No significant"
"3692","ITGB1BP2",-0.0048712669395945,0.288916362511861,"No significant"
"3693","MLF2",0.0295673666298413,0.381471808218204,"No significant"
"3694","LOC652438",-0.00452337533289704,0.248761304847846,"No significant"
"3695","PID1",-0.0315690887404489,0.537343876777387,"No significant"
"3696","CHMP2A",0.0190177975338059,0.238584108786575,"No significant"
"3697","ZNF613",-0.140321228714055,8.22644919569462,"Down regulated"
"3698","THUMPD3",-0.0188918201982045,1.35750847286691,"No significant"
"3699","C10orf78",-0.102241948955699,7.41048076227728,"Down regulated"
"3700","MTA1",0.093988810001786,5.64642331283964,"No significant"
"3701","HTF9C",-0.00652872821936956,0.275714992914061,"No significant"
"3702","SDHAP3",-0.00846412211220038,0.57094452732717,"No significant"
"3703","PROS1",-0.0189479179441641,0.264303887396455,"No significant"
"3704","SAMM50",0.0152596480130001,0.201675177463818,"No significant"
"3705","CLCC1",-0.0022877436061659,0.0432418121296096,"No significant"
"3706","LOC646103",0.0168838867394605,0.803066930312727,"No significant"
"3707","DSEL",0.00445265870410871,0.197898412634825,"No significant"
"3708","UGP2",0.130201450414791,5.86868308058736,"Up regulated"
"3709","LOC649493",0.00774826299363518,0.455109526939965,"No significant"
"3710","LOC644743",0.00931673440417935,0.556529212426613,"No significant"
"3711","SDHAP3",-0.000536344240058995,0.0281153297142563,"No significant"
"3712","FLJ44076",0.00685918853375611,0.414463665948002,"No significant"
"3713","LOC650128",-0.00611718226406133,0.0638298392071013,"No significant"
"3714","FLJ44861",0.000512625933615674,0.0159242200003414,"No significant"
"3715","LOC642460",0.0167605072756656,1.72508550131081,"No significant"
"3716","TOB1",0.0891057222244722,2.73663784108399,"No significant"
"3717","SSB",-0.423878672218105,19.5001108363917,"Down regulated"
"3718","LOC130773",-0.013548516231964,0.747596105452543,"No significant"
"3719","EPHA4",-0.00173417931306563,0.0489065149681994,"No significant"
"3720","ISCA1L",-0.0549922008188375,0.534191895305859,"No significant"
"3721","PIM3",0.011585864673342,0.744709680712089,"No significant"
"3722","LOC644335",-0.00150512926969615,0.0719643269076293,"No significant"
"3723","DOLPP1",0.0386556832348175,2.29183601259835,"No significant"
"3724","MIA3",0.00505443125079363,0.22165634764858,"No significant"
"3725","LOC387895",-0.0190164284433028,2.21259339381803,"No significant"
"3726","C20orf194",0.00242631092334378,0.12757466416537,"No significant"
"3727","NR2F6",0.0186150755982872,0.64605830162046,"No significant"
"3728","NEURL",0.00344652452127914,0.118564213243386,"No significant"
"3729","HOXD4",-0.0130375023523213,0.668598956937992,"No significant"
"3730","DLX1",0.0103899828017182,0.645240504536344,"No significant"
"3731","CD86",-0.0101691557661097,0.613988931127455,"No significant"
"3732","LOC648569",0.00622795258654296,0.299193948530881,"No significant"
"3733","LOC388161",0.000377262630762765,0.0174845832048798,"No significant"
"3734","LOC441249",0.00839269465397763,0.585644901970824,"No significant"
"3735","TNFRSF10C",0.0415673815714861,0.639195190667124,"No significant"
"3736","KRT73",0.0198906927052409,0.247733904941162,"No significant"
